prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"please, became Joke:","Please, let my life became slightly less confusing today.",please became a guide to life at kyiv war crimes trial,Please don’t create a career—I’m only pretending.,Please don’t become a politician—your priorities are still confused.,"Please, became a secret; I said, It's a mystery.",4.456882760699063,0.19999999999999998,4.513617516969122,0.10526315789473685,4.515183688171633,0.19999999999999998,7.347053125977879,0.2105263157894737
Paul Pelosi Pleads Not Guilty To DUI Charges Joke:,He crashed his car—and pleaded not guilty—the logic is as damaged as his car.,"paul pelosi pleads not guilty to dui charges against chicago police officers in deaths of adam toledo , anthony alvarez",Pelosi got convicted of DUI—that's a political joke with legal consequences.,Pelosi's guilty—the Democrats are just hiding behind a confession.,He's pleading to be innocent—that's not a lawyer.,1.9146030690102511,0.17142857142857143,2.6374077368969155,0.0,3.0266181377145767,0.14814814814814814,2.910967817713898,0.2222222222222222
"want, phil Joke:","What do you want with Phil? I said, Nothing. He replied, Good—Phil agrees.",want phil mickelson grilled on if he cares about the virus,"I want phil, not answers. He asked, Why? I replied, To ask no more.","What do you want? Phil. He asked, What do you want? I replied, Nothing.",I want Phil to be an artist; he's going to make me think of him.,1.9833734500134768,0.23999999999999996,7.339934569877101,0.2857142857142857,23.185078121230163,0.5,3.049483026556587,0.19999999999999998
"really, research Joke:","I really wanted to do research, but Google said, 'You’ve asked enough today.'",really research,"I really tried, but nothing made sense. He asked, Really? I replied, For what? I replied, For knowing I might regret it.","I really studied biology… I said, Really? He replied, You know it’s complicated.",Really research your finances. They’re very hard at achieving better results.,0.039108970869982385,0.25,4.038771194843466,0.2222222222222222,7.158561577277536,0.2857142857142857,2.7005617565085704,0.15384615384615383
Climate Change Activists Climb Atop Oil Tanker In Mass Protests In London Joke:,Climate activists climbed an oil tanker—that's protest theater but also kind of effective.,climate change activists climb atop oil tanker in mass protests in london,Climate activists climbed a oil tanker—literally and emotionally.,Activists climbed the oil tank—because they wanted to protest climate change.,Climate change activists are protesting oil tanks—just a giant.,3.4089919964838553,0.4444444444444445,11.56970650765539,0.4166666666666667,4.053997537205932,0.2962962962962963,3.9778149665594618,0.24
"right, paphiopedilum Joke:","You're right—it's a paphiopedilum. I asked, What's a paphiopedilum? He replied, A plant I can't pronounce or care about.",right paphiopedilum snub gorbachev 's 1998 pizza hut ad resurfaces after his death,"You’re right, paphiopedilum looks edible… like my cat ate it.","You’re right, paphiopedilum is a plant—it's fragile, but edible and slightly sweet.",You’re right—Paphiopedilum is always the new.,1.3253962558322638,0.16216216216216217,1.6395955393726065,0.2285714285714286,2.156675700790255,0.3076923076923077,0.5789886025125507,0.25
"looks, including Joke:","Looks like everything, including you, is wrong. He asked, Including me? I said, Especially.","looks including , other nations ease access",Looks like I’m including snacks in the plan.,"Look, including means meeting, but only when meeting the group. ​",Looks like an old aristocratic—and the last one I've ever done.,1.0569482404431718,0.2,2.989081421134522,0.2608695652173913,4.09669781588218,0.16666666666666666,3.54064875509504,0.22222222222222224
"know, brazilian Joke:","I know the Brazilian vibe—fun, loud, and rhythmically intimidating.",know brazilian butt lift impacted these patients,"I know Brazilian food. I asked, What am I learning? He replied, It’s all right there.",I know Brazilian history… mostly with my cat.,I know brazilian kings. It’s pretty hard to understand it.,3.2149545730574576,0.23529411764705882,4.780204393760627,0.22222222222222224,8.125165710854512,0.33333333333333326,7.495553473355845,0.28571428571428564
"always, hospital Joke:","I always end up at the hospital. The doctor asked, Why? I replied, Because the hospital is always there, so we're in a committed relationship.",always hospital struck by russian oligarch,Always visit the hospital when the disease keeps getting worse.,"Whenever a doctor or a nurse asks, ""How long are you staying? He’s asking, because your life is always in danger.’",Always hospitalized. But then the pain stopped.,0.14964993721321582,0.125,1.4468878673650292,0.2222222222222222,3.485989837786994,0.24999999999999994,0.5444790072915975,0.18181818181818182
Seth Meyers Has A Field Day With Rudy Giuliani's 'Diet Pepsi' Claim Joke:,Rudy claimed Diet Pepsi was his defense—Seth had to explain why that's insane.,seth meyers has a field day with rudy giuliani 's 'diet pepsi ' claim save baby from fire,Meyers challenged Giuliani—that's 'we'll prove it' when they prove it.,Seth pretended he didn’t buy Diet Pepsi—that's actually not a diet Pepsi.,Seth's a field day—that's just how it's been.,0.0,0.18750000000000003,2.853183878886449,0.14285714285714288,3.7644257151903666,0.26666666666666666,2.7354882120611315,0.22222222222222224
Challenger Suraj Patel's Poll Shows Tightening Race In Key New York Primary Joke:,The race is tightening—buckets of campaign cash are loosening.,challenger suraj patel 's poll shows tightening race in key new york primary still too close to call out ex wilmer valderrama over age gap in new mexico,An engineer finally pulled off the last bit—that's basically a roller coaster ride of progress and disappointment.,Suraj Patel's showing a tightening race—that's the real drama.,The challenger's a tough race—that's the one she's seeing at the school.,1.3353534059549443,0.05263157894736841,2.5540496664715904,0.13793103448275862,4.196114906296549,0.0909090909090909,3.673526562988939,0.15384615384615385
"miss, became Joke:","I miss when my biggest worry was bedtime, then adulthood became the real nightmare. ​",miss became a guide to life in america 's culture wars,I missed the first time—thought I might need therapy.,Miss became a lost cause—but snacks and coffee are still there.,"I miss my time—as my boss asked, What happened? He replied, He asked, What did you miss? I replied, I was gone!",2.583112439191653,0.16,2.742341580995955,0.25,2.6549256363457783,0.15384615384615383,3.235912122544166,0.2162162162162162
"know, tuesday Joke:",I know Tuesday. It's that day between Monday and Wednesday. Meaningless middle.,know tuesday for march 31 start,You know Tuesday is long when deadlines stop. ​,You know Tuesday is hot when everything gets so confusing. ​,I know today—but the rain won't stop in time.,1.8110800993753928,0.21052631578947367,5.633171091207466,0.1904761904761905,5.837542914603121,0.17391304347826086,5.633171091207466,0.16666666666666669
"excuse, half Joke:","What's your excuse for half-effort? I said, I'm half-trying. He replied, It shows.",excuse half of ukraine 's doorstep,What's your excuse for half-saving? It's a fancy excuse that ends in the half and half mark. ​,Excuse me—half my motivation is missing.,I excuse half my food—they stayed.,1.098475607466579,0.1739130434782609,13.264759167412226,0.37837837837837834,1.3643394208905164,0.16666666666666666,1.7955716566806617,0.16666666666666666
"right, ordered Joke:","You’re right, ordered chaos looks impressive… from a distance.",right ordered,"You’re right, ordered is fine. I said, Why? He replied, Because ordered chaos.","You’re right, ordered desserts… until the last drop.","You’re right, ordered—that's the only time I’m ordering a whole meal.",0.785524678436902,0.33333333333333337,15.071676257541073,0.41666666666666663,25.13293635022765,0.4210526315789474,13.065113298388567,0.4
"guys, department Joke:","You guys run this department. He asked, Is that good? I said, It's something.",guys department thinks the irs is terrible .,"Guys, department rules say ‘stop talking!’ unless you’re the boss.","Guys, departmental meetings are for people who have problems meeting deadlines. ​","You guys are the department. I said, You're going to get bored of that.",1.8376089065437553,0.27272727272727276,2.6149826893840222,0.15384615384615383,2.3629035975324633,0.07692307692307691,11.84479662042485,0.3333333333333333
This Perfect Homemade Burger Recipe Doesn't Require A Grill Joke:,A burger recipe without a grill—that's called 'a stovetop.',"this perfect homemade burger recipe does n't require a grill , according to experts",A burger recipe just requires a grill. That's cooking—unlike a menu.,This burger recipe is perfect—your tongue needs a grill.,"This is perfect, but this is really a recipe.",6.285596338261262,0.32,13.065113298388567,0.6666666666666667,9.030367376343264,0.380952380952381,4.9323515694897075,0.19999999999999998
"Pakistan Flooding Deaths Pass 1,000 In 'Climate Catastrophe' Joke:",The water's rising and so is the death toll—climate change isn't waiting for anyone.,"pakistan flooding deaths pass 1,000 in 'climate catastrophe ' and the award for most enthusiastic vmas guest goes to taylor swift at her building",Pakistan's flooding is turning out worse—and their humanitarian standards are going nowhere.,Pakistan's flooding is a climate catastrophe—except it's not even the worst one.,"In 'Climate Catastrophe' death pass 1,000, according to police.",2.0705706652424007,0.14634146341463414,3.149696072246702,0.12903225806451615,3.4857116957065437,0.18750000000000003,3.098174990685587,0.07407407407407408
"tomorrow, thank Joke:",Thank me tomorrow—I’m not taking feedback today.,tomorrow thank her sexual harasser,"Tomorrow, thank the tomorrow, thank the tomorrow, thank the tomorrow. We can't thank each other.",Tomorrow I’ll thank the morning coffee for staying warm—it’s what I do.,"Tomorrow will thank you for the work. We'll just have an update, but the conversation was still boring.",0.0,0.14285714285714285,1.9146030690102511,0.16,3.0890553181566975,0.16666666666666669,1.8160849415439309,0.07142857142857142
