word,frequency
defeat,199
disheartened,2
emerson,16
chloroform,13
stanton,48
clerks,7
emancipation,20
vicfory,1
freedmen,1
pikes,3
ot,8
andrew,242
douglass,12
antietam,6
proposing,18
submitted,45
commissioned,91
wondertul,1
handing,25
coloreds,4
whup,5
secess,5
rebs,6
gould,17
commanding,55
companies,247
respective,47
searles,3
sharts,3
essays,36
fourier,6
transcendentalists,1
niggers,8
snowflake,10
drumming,11
mute,19
dummies,3
morse,20
remoulade,1
tart,10
souffle,3
conversationalists,1
fraternization,3
whores,18
hindus,9
congress,215
sedate,3
instruction,43
restrain,11
ivory,20
assemble,15
confederacy,11
summarily,5
inciting,6
servile,1
insurrection,10
discharges,12
mulcany,4
caliber,30
musket,5
hawkins,30
jefterson,1
fletch,2
nofhing,1
reload,13
colt,51
revolver,26
disciplined,9
risked,19
cabot,6
en,162
garde,20
prissy,3
wee,74
oomph,3
onliest,1
collard,13
greens,25
fredericksburg,6
outlaw,22
camaraderie,3
kendrick,4
quartermaster,16
haggis,4
vouchers,8
deserting,2
misinformed,4
nigs,1
provisionally,3
limited,259
footwear,6
item,56
readiness,16
supersede,1
myrtle,4
berry,35
blueberry,9
twit,6
deserter,4
untie,27
ofhers,2
chilluns,1
atternoon,1
misplaced,10
cuss,7
lof,1
titting,1
readers,47
ofticers,2
noncommissioned,1
recognition,95
jubilee,24
ragamuffin,2
contrabands,1
oona,1
buckra,2
pilgrims,30
mountainside,2
englanders,2
bejesus,2
instructors,9
thorpe,10
jayhawker,2
brainchild,2
hiking,23
georgia,211
foraging,13
bedded,1
handsomely,4
kentucky,64
originally,391
liberating,6
oft,4
torches,5
disobeying,3
articles,145
eaters,10
idleness,4
drilling,23
desired,40
latrine,3
strum,15
banjo,26
nig,1
gravedigger,1
stomp,8
ordering,39
diggin,3
transter,1
ashtray,5
depredations,1
pillaged,2
combahee,1
bales,35
requisitions,1
copies,122
valuables,3
skirmishers,1
hawthorne,13
gettysburg,6
commendation,13
silencing,6
forts,14
mounts,12
columbiad,1
smoothbore,1
pounders,4
carronade,1
mortar,15
howitzers,8
weakened,27
frontal,15
dusk,5
breach,44
ox,21
shem,1
muzzle,7
kinfolk,1
oppression,27
huzzah,6
quickstep,1
dunes,25
commanders,32
reputed,13
acquitted,17
castle,358
maintained,74
gangland,6
shadowy,4
punisher,13
decade,103
laurie,46
silvers,5
prevails,6
shrugging,1
styled,21
vigilante,6
mikey,65
creaks,23
pressured,11
whacking,16
berkowitz,8
samantha,50
graduated,159
academy,328
worm,44
fisherman,10
gianni,8
louie,41
freddy,23
deleo,3
kilos,11
distribution,159
consolidate,9
obliterate,4
thespian,4
bugging,15
richie,125
trash,77
neill,55
fatherly,1
vite,4
perimeter,45
kidneys,26
frenchmen,4
dickhead,32
idiko,1
tanaka,23
yakuza,4
yaku,1
precedes,5
leadership,134
decimated,7
inexperienced,8
vulnerable,52
oversee,16
investments,21
asia,146
comply,15
ensure,71
unfocused,2
pac,18
hopefully,57
accessed,24
programmed,24
computer,448
probable,31
locations,91
toil,10
flair,4
entrances,9
tramping,4
sewers,21
sightseeing,2
carnage,8
ensues,4
naught,7
spree,3
brainstorming,1
orphanage,26
demanded,56
slit,15
weca,1
uhh,96
campers,7
ito,2
sayonara,5
optimist,5
casings,20
busting,26
medication,45
salud,6
vibrates,3
cathy,64
yaah,10
electrocute,7
waged,10
resigned,123
nighty,1
anthony,222
stain,19
temperamental,6
jerked,2
inherit,20
dex,21
evian,2
pellegrino,1
balked,2
pookie,3
installing,8
mall,96
chevy,18
sorenson,9
diggs,8
colombians,5
cartel,12
jarmin,13
hairbrushes,1
unleaded,2
wjb,1
beemer,4
sausages,12
rick,224
mastercard,2
dove,24
baird,20
id,189
weyburn,4
cleveland,83
relocation,14
bowers,16
motown,7
canoga,1
reflects,27
strengthening,17
upsurge,2
competitive,60
imposed,29
eec,1
shareholders,5
freaking,54
abstaining,1
pumps,17
gooder,4
muffy,5
takawaki,1
pellet,2
sander,1
antibiotic,10
antiseptic,8
grieving,23
gutless,4
snodbugger,1
toad,17
bellybutton,4
jeremy,45
redneck,9
napalm,10
cleanser,8
dodging,12
woozy,11
pharmacy,39
gauze,11
pads,36
hydrogen,42
peroxide,16
eyewitness,12
fouret,1
carlson,15
marianne,13
attempts,104
presidents,39
sheiks,2
lacocca,2
croissant,1
breads,1
mace,6
vip,23
gotcha,25
weenie,4
mexicali,3
jerks,14
corrupted,19
unchanged,13
holier,1
hoard,19
wisconsin,67
racine,28
dashboard,9
marsent,1
hertz,4
erasing,3
shortcut,15
injail,1
unmarked,6
airstrip,6
surveillance,83
immunity,82
testifying,11
raun,5
michelangelo,23
clientele,7
mea,2
culpa,2
materialistic,4
ids,9
stalling,18
lieberman,4
mccurrin,1
towed,10
damages,38
sidewalk,9
bernhardt,6
jodie,8
muncie,1
farms,52
cashmere,4
varney,4
heigh,1
inventor,20
milkbone,1
sulfuric,8
acid,145
whiff,3
flagellations,1
hustled,5
dumbo,3
saucer,7
toupee,3
rotor,18
massage,65
therapist,56
hinges,6
narration,13
junker,7
chambermaid,3
cockroach,18
belittle,4
wiggly,2
wasn,21
dipshit,7
welder,5
dwarfs,5
chariot,15
extension,78
marshals,6
overheating,5
molly,115
monty,16
stationery,4
tranquilizer,8
fauna,19
indigenous,49
savannah,21
clenched,2
unfurled,1
wading,5
quicksand,10
panther,12
rab,1
vince,125
osa,1
edith,109
kruger,5
ight,3
vicki,23
lawrence,115
vibe,23
elementary,79
brethren,22
intracity,1
condos,5
ops,25
vinces,1
rockin,10
darth,2
vaders,1
hoodies,3
mcs,4
hyper,28
coz,5
mc,50
minus,56
steppin,8
rougher,4
fairytale,5
stem,40
sucking,30
pharaoh,15
discount,22
reefer,4
nigga,5
vcr,4
melvin,40
whaddaya,1
dicks,10
bootlicker,2
spick,1
motherfuckin,7
stacked,13
override,13
palookas,1
booming,11
stompin,2
grooving,2
lyricist,10
hype,5
uniqueness,1
trooper,12
kitchens,12
clockwork,17
whacked,22
punkin,16
zappos,1
rehearsin,1
nohow,3
caring,36
suffocating,10
scheming,6
junkie,33
broadminded,1
faults,19
huggies,2
woolworths,3
griefs,2
dutiful,2
shepherd,85
savior,17
uhuh,2
bro,130
incarcerate,2
madison,50
molotov,11
socialism,7
calloway,1
boxer,39
passports,19
ghetto,13
options,80
counsellor,11
pleads,8
requesting,25
recognizance,2
resulted,113
shelters,15
quickness,3
thrusts,2
trump,12
pesky,4
cockroaches,2
terminate,17
corrections,15
fatplank,1
claire,120
fay,56
winnipesaukee,8
carswell,7
fensterwald,2
refer,324
wiley,44
flattery,9
persistence,14
harriet,73
ronnie,45
gretchen,15
rita,64
kenneth,83
bambi,9
sigmund,15
thanyou,1
nausea,13
sweats,6
blisters,5
swallowing,8
involuntary,10
fingernail,2
pelvic,11
discomfort,9
bladder,23
explodes,15
tourette,7
involuntarily,1
profanity,6
douchebag,2
cardiac,17
neil,103
paralyzed,22
multi,123
phobic,2
groundbreaking,13
harmon,42
separation,29
siggy,13
hone,4
taito,1
brood,7
calledere,1
hampshire,65
nhpd,1
mailing,5
spelled,36
ns,8
fam,4
fibbed,1
therapeutic,29
slacker,2
geronimo,3
swooped,2
fixation,13
mourning,16
rela,1
diving,47
guttmans,4
unbelievably,7
arises,17
astounding,7
eselin,1
virility,4
stark,69
porch,33
overreacting,10
analyzing,14
tdeath,1
telephones,12
seaworthy,5
abuse,92
breakthrough,26
prob,2
scrumptious,2
shucked,1
debut,310
margarine,5
singin,27
poop,33
slicker,1
severely,35
couches,2
dacron,1
snippy,10
faked,12
dingleberry,1
snot,13
vulture,10
vomit,25
halcyon,2
seconal,1
okeydoke,2
doodle,10
testicle,4
beaver,13
grady,14
lifestyle,58
katrell,1
stepper,1
lenny,35
effectiveness,24
schooling,17
sensation,36
meth,21
ods,7
gratified,5
accessible,34
laymen,2
mashed,8
boob,22
jammies,1
marvins,1
greatness,27
perspective,71
schweitzer,3
update,43
goodyear,5
blimp,6
outburst,9
psychotherapy,7
associations,26
infancy,4
noodle,13
tomsky,3
convulsions,2
corroborate,7
schizophrenic,5
draws,25
embarrassment,29
duped,7
narcissist,1
sociopath,7
dupe,3
krazy,2
pajamas,21
fruitful,4
lacked,22
intensity,39
combustible,4
isolation,38
bitching,7
prozac,7
manic,12
librium,1
posted,63
wakes,43
puking,8
pissant,2
douche,48
disconnected,9
naw,6
rosengay,1
pancheski,1
mallmerstien,1
teaspoon,2
stump,10
schmuck,12
knots,33
ollie,13
cured,19
cherish,16
bubby,90
brainless,8
cunt,30
kat,19
flo,28
knowed,1
specimen,32
preaching,20
comprendez,1
comprends,1
poofter,9
whoppers,4
breathed,7
pervert,13
doormat,1
perverted,6
greenie,4
handbag,15
specials,16
prickles,1
greenies,1
err,10
printshop,1
wonderfully,11
fattening,4
eclairs,3
cunts,6
roadie,5
neighbour,18
hilarious,40
puke,18
clingwrap,5
eer,2
blues,98
touring,50
hurtful,3
arseholes,3
purses,5
boong,1
youse,19
whatcha,17
nutter,9
rehabilitated,12
atoms,42
subatomic,3
particles,52
inferior,19
slaughters,1
tortures,8
rejects,7
existent,9
fraud,77
gig,45
schizo,3
rachael,14
beatiful,1
gently,49
pandy,1
freezer,26
abomination,5
riddled,12
cancers,19
asbestos,4
linings,1
exhaust,21
pcp,4
dioxins,2
parathidions,1
dieldrin,1
radioactivity,9
poisoning,38
clingwrapping,5
ucceeded,1
clingwrapped,1
fourty,1
subtitled,8
bondi,4
gmx,1
letmetakeover,1
byraycharles,1
hangin,17
eliot,6
ireland,379
flawless,7
clarity,21
carats,2
hesitation,14
nora,91
exquisite,12
dougie,16
rained,10
ings,3
genie,21
mints,18
bradbury,11
yip,5
doug,209
whileyou,1
ambulate,1
canines,1
douglas,141
whiz,7
ballpark,8
vigusian,8
coins,108
whoops,32
staten,28
ahmed,33
skeptical,14
slender,7
anatomy,25
gemal,1
feud,19
salaam,15
alaikum,1
ringos,1
foryou,4
glickman,1
barrymore,7
tantorelli,1
himmelman,2
facilities,142
amenities,18
eccentric,20
bellhop,8
tuna,47
rube,2
scarecrow,10
builds,19
bartender,28
sixteen,58
saigon,19
maitre,3
ivana,3
denominations,14
jeanette,4
fern,28
julian,72
schlepping,1
barney,89
scents,3
woodsy,4
snorting,8
patou,1
heady,4
musk,6
spicy,18
rooting,13
bart,30
newlyweds,4
belmont,8
peeled,8
mohammed,63
monastero,2
mort,4
hmph,15
comp,10
sketched,4
contingent,14
bathrooms,21
minimums,1
pending,32
minimum,85
liter,12
wegman,13
xena,103
supervisor,35
mancha,5
mets,19
paperwork,46
chardonnay,4
compel,6
shuts,23
buffet,12
definition,56
dirges,1
leon,43
munsters,2
herman,60
housefly,1
moped,6
paderewski,6
hangnail,2
abbey,70
liberace,4
mis,12
capades,2
boardwalk,8
pavarotti,10
gardens,93
ruben,13
donahue,4
jusqu,4
annee,1
prochaine,1
bonne,3
drinkwater,11
premiums,6
unsuccessful,28
bribery,17
reviewing,11
handshakes,3
simpering,3
apes,24
explanations,15
documentation,19
leona,2
blabby,1
gulps,6
dominique,16
scumbini,1
lodgings,4
complimentary,10
happydaysarehereagain,2
ingerman,1
drinkwasser,2
assured,27
roosenfeld,1
liens,1
attachments,13
disciplines,23
wandered,21
guten,9
morgen,3
trainer,37
coogan,1
clap,24
forlorn,5
classics,31
quickens,1
dickens,34
findin,2
fido,2
unavoidably,1
scurrying,2
scurry,6
wherein,16
slurpee,2
auditioned,12
understudy,8
hustlin,1
othertime,1
ashtrays,2
snapping,16
pining,8
dune,7
twill,2
schacter,1
spitzer,3
smilin,3
meetin,4
reggaeinnasummertime,1
bybigmountain,1
tatiana,2
hamptons,9
randall,50
baileys,1
brinkerhoff,4
aston,25
parole,76
eww,8
brinkerhoffs,1
coffeepot,1
plugs,11
currents,32
grinds,1
pours,8
startscar,1
revsengine,1
amicable,7
humiliating,19
vomiter,1
twitty,2
response,205
arbogast,1
rahjeen,1
vindaloo,2
piaget,3
squawks,8
carshonking,1
distantsirens,1
wholesale,15
retail,53
tanagra,1
inoperable,4
consistently,27
bendel,1
ofher,4
ranting,5
guitar,450
twanging,4
guitarskidding,1
oy,30
mercurial,1
hissyfit,1
apparel,9
recurring,38
pfeiffer,3
carton,5
spangled,2
pistachio,10
catskills,1
hurley,24
chirps,7
revsengineinneutral,1
shiftsintodrive,1
tuscany,19
daniels,33
appetizer,8
spatz,1
contributing,37
factors,79
mateus,1
wuthering,3
tyou,6
incredibly,67
tipper,1
storage,103
houseboy,2
ionlyhaveeyesforyou,1
construction,330
forgives,5
andys,3
toyou,3
carting,2
coliseum,43
yee,16
dougscreaming,1
yi,40
trailing,20
nudged,4
expedient,4
tricked,22
homestretch,2
gypsyjill,1
filly,16
tantrums,8
loans,49
higherandhigher,1
byjimmybarnes,1
quench,2
forevermore,10
downhearted,1
knowyour,1
maui,13
etcetera,7
default,27
sixteenth,26
auggie,26
astaire,1
respon,1
poster,29
businesses,76
churches,90
synagogues,11
mosques,13
robberies,11
felonious,2
assaults,12
brooklynites,2
shakes,21
verbally,6
kools,1
hopin,4
fin,50
knicks,12
deciding,34
frigid,8
handball,22
harass,6
hug,92
rigid,21
inventory,31
casserole,4
chicky,3
dancey,4
dotty,11
culo,3
augusto,9
violeta,7
blades,23
roughneck,1
chillin,3
forties,5
beeler,1
suburb,35
akron,7
ohio,197
newports,1
smelled,21
inhaling,7
nauseous,11
tasted,28
champions,106
happenin,7
lint,8
redressed,1
obsolete,14
rivers,98
flatlands,1
highlands,17
lowlands,6
wooded,14
swamps,4
boroughs,8
hippest,4
swatches,1
seiko,2
casio,2
timex,3
rolex,7
batch,20
sellin,3
hispanic,61
fennili,9
mulatto,6
rapper,35
ue,5
igh,1
ricans,5
cyrus,52
stuy,5
unhappier,1
infinitely,6
imbued,8
cynicism,4
arriba,10
sen,27
hah,22
sittin,14
stares,11
nationality,26
nationalities,28
potholes,3
glamorized,1
marlon,57
brando,9
marlene,16
dietrich,9
conte,11
gunner,5
philosophizing,1
speakin,2
unrelated,28
fling,10
disposable,10
downing,10
caked,2
inhale,9
marlboro,2
pe,14
maloney,10
facimimimi,1
midwood,1
ph,68
disciplinary,18
approached,58
lenses,23
basically,133
funnel,9
quota,17
bowel,12
floater,4
abso,5
lutely,5
frames,44
eyeglass,1
cripe,1
processed,19
girth,5
curves,17
leans,2
leaner,3
horseshoes,4
excommunicated,10
logic,40
overtaxed,3
wendell,3
snagger,1
currently,463
aluminum,26
stretching,25
improves,10
shrug,3
leagues,63
captivate,1
nationwide,56
ebbets,5
stadium,337
ballplayers,1
snider,3
vin,9
wheat,19
germ,11
dinky,10
mckinna,1
diaz,16
crossword,8
puzzles,11
hangout,3
helpin,4
ballplayer,4
spat,9
belgian,76
waffles,15
waffle,8
scoops,2
cosmic,32
batches,1
raisin,7
belgians,6
distinctly,17
overproduction,2
reminder,23
mortality,25
puff,12
adios,25
amigo,18
cigarrettos,1
toasted,11
shrine,66
flatbush,2
roared,3
cooperstown,2
campanella,11
dodger,4
branca,2
erskine,10
stoically,1
sung,49
ay,51
tripas,1
tremble,2
freddie,33
stash,17
communicating,18
syllables,3
belgium,88
dutch,184
speare,1
augustus,44
ren,59
chee,14
cha,26
jefecito,1
gusta,4
valentino,30
numerous,187
francois,11
drags,6
sweeps,12
watermelon,11
jokin,2
reconsidered,4
diabetes,45
blockers,5
mugger,12
frickin,12
froth,2
totonno,1
shirley,64
becky,54
babees,1
rothstein,47
handicapper,2
bookmaker,5
nicky,147
santoro,7
surrounds,6
solved,44
bookie,11
hassled,2
sherbert,7
morality,22
humpbacks,1
holies,2
standin,2
countin,4
steriano,2
teamsters,8
shrimp,33
remo,19
gaggi,3
auspicious,2
clocked,6
bookmaking,4
pinches,5
processing,74
beverage,17
columbia,167
dimes,11
cazzo,2
heisting,2
joints,15
michigan,131
vien,1
acca,1
aggia,1
parla,1
raccomando,1
fucks,11
melissa,79
heidi,18
assho,1
earner,5
shoveling,2
juiced,1
mop,20
ichikawa,1
lslands,1
shampoo,12
billionaire,14
cheapskate,2
connecting,79
whales,30
lchikawa,1
upped,5
cardinal,51
dealers,52
boxmen,2
floormen,2
cheats,5
yeeeow,1
rollers,7
hustlers,8
examiners,3
pocketed,2
kickback,1
mitch,23
managers,45
parkers,5
concession,9
dentists,47
marino,20
coppers,22
pimps,12
layin,8
unconfused,1
smarten,2
ozzie,1
harriets,1
coaches,51
carmine,113
morons,10
beards,3
wigs,4
signaling,10
bj,6
zapped,1
prod,6
cheater,5
pricks,14
shuffling,7
righty,17
freelance,21
scamsters,1
pitching,22
amy,333
situated,123
legged,25
tsk,14
chinchilla,6
titles,145
gamblers,13
freaks,38
loaves,2
robbin,1
hebe,1
sawdust,7
politely,12
cocksucker,13
hick,3
touchy,9
jonathan,140
crowds,24
femme,35
fatale,27
weigh,30
dedication,30
instilled,2
established,496
awards,370
charitable,23
sasha,39
progressives,3
jackpots,3
ejected,6
fined,7
etched,14
dominick,18
desperados,5
bookmakers,1
sal,35
fusco,1
hardy,51
bypass,29
rippin,1
nigeria,33
penthouse,13
tipsters,1
scirocco,1
secretaries,11
bypassed,9
sledgehammer,5
flaws,9
loupe,1
arabs,13
showgirls,2
flamingo,11
shelly,99
stacy,71
gamblin,1
gambled,5
warmest,3
beggin,3
mow,9
lrishmen,1
ratted,2
vise,4
squash,24
reels,9
billions,32
yokel,1
finances,25
blueberries,3
beverly,64
triple,92
duality,3
webb,34
fracas,1
eyeballing,2
libelous,2
jeopardizes,1
boar,10
harelips,1
leech,7
leakage,5
nash,32
hardheaded,1
greaseballs,1
skimming,7
skimmed,3
defeats,19
leeway,4
artie,34
piscano,7
cumma,2
scheff,2
novena,3
novenas,2
oberon,3
logan,109
squeaky,15
shorts,52
kike,1
boyhood,7
licensing,18
alleged,68
jeopardized,4
unseat,2
kbbo,1
downst,1
coma,48
lrish,1
fatso,3
chrissakes,5
actin,6
context,78
holder,29
treatin,1
disrespect,24
vouch,14
sirocco,1
runned,3
dealin,5
anisette,2
trenches,11
nobilis,3
trippa,1
suffritte,1
sendin,1
motherfuckers,24
buggin,3
frequency,75
scramblers,1
fairway,5
nance,3
iookin,2
beatin,3
wrongdoing,10
counselor,49
seconded,2
ayes,1
comped,2
greenstein,1
bedlam,6
flamboyant,2
denial,34
stunned,16
continued,377
harangue,1
hypocrites,5
premiere,37
semenoff,1
trudy,5
debate,95
declined,59
screamin,4
hypocrisy,6
unconstitutional,4
papal,34
maneuver,9
codes,57
sprained,9
bogey,8
garages,5
bringin,3
batshit,2
forum,50
spectacle,11
botherin,1
sixed,1
grin,10
beaut,2
stealin,4
paints,15
starin,4
alimony,13
separations,3
dale,85
iisten,2
yakkin,1
geno,3
teary,1
toughie,1
riviera,4
beefs,2
timers,5
jeopardizing,2
decked,3
tuned,26
tinfoil,2
fillin,1
jiggs,2
rudy,14
supposin,1
fuckhead,1
calms,10
citgo,1
aiding,12
abetting,3
dominoes,2
craps,12
valid,25
extorted,1
blueprint,6
infirm,3
incarceration,8
arraignment,12
recommends,7
clipped,20
stoney,3
secluded,14
costa,60
nabbed,3
lowlifes,1
druggies,1
bikers,3
scumbags,5
cardboard,8
checkin,2
rebuild,43
fretting,2
grievin,1
strife,15
spacious,7
seedy,3
indeedy,4
pappy,2
coaster,31
gainfully,1
dawned,4
everest,5
crisp,15
bryan,71
nina,88
weekends,42
delivers,13
mackenzie,37
remodel,7
franck,30
callit,1
tums,1
starters,27
graduates,53
marries,19
saddled,3
feminist,14
grandfathers,2
cardigans,3
aids,36
mccartney,22
stewart,92
nicholson,21
redford,3
dylan,89
beatty,8
clinton,70
marchin,4
stickied,1
bitchin,10
cameron,68
ava,18
froze,28
adventurous,9
kemo,1
sabe,3
sunscreen,7
condo,25
harley,31
termites,4
nibbles,1
nibble,5
habib,15
justin,72
habibs,1
bonus,124
perignon,4
wyatt,42
earp,2
chloe,48
paternal,17
melville,6
hyphen,6
forfeit,7
zineman,1
zenkman,3
mannis,1
sillier,3
traditionally,59
gramps,2
abbreviated,22
memento,2
schmaltz,1
dribble,4
depart,8
puppy,72
landscaped,5
pepto,1
bismol,1
gotta,4
amscray,1
menopause,10
weepy,4
geritol,1
fixodent,1
longevity,12
mod,9
millisecond,2
indication,25
mata,7
hari,6
dickerson,2
seventies,8
joes,7
adjusting,12
preg,2
yikes,20
pregnancy,40
enquirer,4
headline,10
topped,25
suction,11
bongo,3
bono,23
prenatal,7
ultrasound,43
mazeltov,2
chic,24
pooper,10
glowing,18
pitter,3
whistlin,1
parenting,11
feedings,1
vomiting,13
unfunny,2
fifties,5
preschool,10
sixties,5
economical,7
qualifies,17
detour,18
demolish,6
pathway,12
frisbee,4
shutters,11
bulldoze,2
cheapest,5
trample,2
pansies,6
trimesters,2
redeem,5
unthinkable,12
trimester,10
affectionately,8
weighing,22
respectively,114
cramps,4
backaches,1
cravings,3
exterior,36
backseat,10
sub,793
gifted,28
lame,40
hiccups,7
swishes,2
frying,18
almanac,3
hectic,7
conditioners,1
igloo,1
lemonade,25
massaged,2
imaginable,6
dinnertime,5
noodles,10
lox,2
bagels,10
mounted,72
firefighters,19
mapped,18
routes,69
fabric,69
oddly,17
gleeful,1
chart,327
pappala,2
kovick,1
babyland,1
ju,7
pooped,5
wired,29
vatsnik,5
replenished,2
energized,4
drooling,8
clipping,7
atchison,4
topeka,3
comedian,48
hod,1
rodding,1
exam,66
lemisch,2
oakhurst,3
contractions,11
brooks,39
eisenberg,2
megan,56
sidekicks,2
skyscraper,8
fetal,10
cervix,3
dilated,4
centimeters,20
lamaze,2
yeow,3
ascot,14
bonding,22
resident,74
uneaten,1
lasagna,15
turtleneck,4
ounces,11
stroller,3
nephew,76
buckle,29
parade,52
thuddingfootsteps,1
deeplaughter,1
bung,7
beavis,56
seventiesfunkyguitar,1
anus,8
dork,9
butane,3
regulator,6
plannin,3
unh,70
earl,146
baywatch,1
payable,5
munch,16
boi,4
meeeow,1
remotes,1
mannered,8
insert,12
nn,2
heaaaah,1
palpitations,4
lactose,7
intolerant,8
babblesinsanely,1
selections,11
piccata,5
seafood,26
gumbo,5
titicaca,2
cornholio,13
bungholio,10
cockpit,22
ave,13
buh,2
sirs,13
chilli,10
rollercoaster,2
rapping,9
roostercrows,1
atf,4
bunghole,23
punches,21
rapidbeeping,1
bussin,1
travis,123
flemming,7
hurly,4
cavity,23
bork,13
grimes,18
hadley,15
