word1	word2	headline	joke
talking	beautiful	-	We're talking about beautiful things. I said, Are we? He replied, No, we're not.
good	shut	-	It’s good to shut the fridge fast—it keeps the ghosts from stealing snacks.
something	aircraft	-	Something about that aircraft makes my anxiety climb with the altitude.
know	soundtrack	-	I know the soundtrack to my life—dramatic piano and snack breaks.
know	coup	-	I know coup. It's when failure takes power. We're living in one.
thanks	dear	-	Thanks, dear, for nothing. He asked, What did I do? I replied, Exactly.
life	teams	-	Life has teams. I've been benched since conception. Team Disappointment is very deep.
want	sources	-	I want more sources, but my research budget says Wikipedia only.
really	cell	-	Are you really stuck in a cell? He said, Metaphorically. I replied, That doesn't sound really stuck.
would	squad	-	I would join your squad, but you all walk too fast.
need	winner	-	I need a winner. He asked, For what? I replied, Anything.
good	structure	-	A good structure in your day is just coffee, chaos, then pretending it was intentional. ​
look	murdered	-	My face looked murdered after I saw the exam paper.
know	dutch	-	I don’t know much Dutch, but I can say 'I’m cold' in any language during winter.
right	soldiers	-	You're right, the soldiers marched perfectly—straight into the snack bar.
little	census	-	I found a little problem with the census—it counted everyone twice because the census taker kept asking people to confirm their names.
take	population	-	Take population into account… and double the snacks.
want	northern	-	I want to visit the northern lights, but the cold said, 'Try again.'
know	israel	-	I know Israel exists… mostly from geography class.
right	material	-	You’re right, the material looks great—until it shrinks in the wash.
right	flowers	-	You’re right, flowers are beautiful—until allergies attack.
leave	century	-	When did you leave? A century ago. I asked, Really? He said, It felt that long.
right	research	-	You’re right, my research shows procrastination is my PhD specialty.
thank	question	-	Thank question… for making me think unnecessarily.
life	whoa	-	Life said ‘whoa’—I said ‘same.’
right	translated	-	You're right—translated. Lost in translation. Meaning never arrived.
would	mason	-	Would Mason do this? He asked. I replied, Probably.
thought	file	-	Thought I filed my papers—found snacks instead.
sure	french	-	Sure, French is romantic… until you try to order coffee.
could	nuts	-	I could eat nuts all day—until the dentist says ‘we need to talk.’
know	hudson	-	You know it’s the Hudson when the wind slaps harder than your morning coffee. ​
look	wrote	-	You look like you wrote that excuse five minutes before class.
know	ranked	-	I know I ranked low, but hey, I showed up—that’s something.
knew	including	-	I knew everything, including the part where I pretended I didn’t.
know	claimed	-	I know they claimed responsibility… but did anyone check?
nice	government	-	Nice government, mostly busy with meetings about meetings.
sure	march	-	I’m sure March is confused—am I winter or spring? Yes.
come	transferred	-	Come see my files—half of them transferred, half disappeared.
something	division	-	There’s something about division—mostly trauma from school.
want	century	-	I want to live in this century, but my internet speed is stuck in the previous one. 
mean	band	-	What do you mean by band? I mean a group. He asked, Of what? I replied, Confused people with instruments.
money	true	-	Is that money true? I asked, What? He said, Real—is the money real? I replied, No, but my poverty is.
luck	mean	-	"When people say ""good luck,"" they usually mean ""you’re on your own now."" ​"
talk	british	-	I talk with a British accent. He said, You're American. I replied, I talk British now, so I'm doubly confused and pretentious.
know	armed	-	I know he came armed—with excuses.
feel	division	-	I feel division… mainly between snacks and diet.
thanks	killed	-	Thanks for the spoiler… you killed the whole story!
talk	military	-	We talked military strategy—mostly how to sneak snacks past guards.
like	residence	-	I like my residence. My friend asked, Why? I replied, Because it's far from here.
back	quality	-	Get back to quality. It left. Forwarding address unknown. Very gone.
know	politician	-	I know he’s a politician—his smile has Wi-Fi: strong but suspicious.
want	cellpadding	-	I want cellpadding in life… boundaries for my mess.
anything	played	-	I’d do anything to say I played well—but reality disagrees.
well	rowspan	-	Well, rowspan again tried to take over the table like a dictator.
believe	main	-	Believe the main point: there is no main point. We're all just background characters in someone else's sitcom.
land	thanks	-	Land safely—thanks for nothing. He asked, Did I help? I replied, Not at all.
come	district	-	Tourists come to our district for history and leave with five kilos of street food. ​
listen	different	-	Listen, I'm different from other people. My therapist said, I've never heard that before. Exactly—because I'm different.
living	thank	-	Living paycheck to paycheck teaches you to thank every unexpected discount spiritually. ​
right	scotland	-	You're right about Scotland. I asked, What am I right about? He said, That you should go there.
right	medieval	-	You're right—this IS medieval. We just have WiFi. Torture with better lighting.
play	problem	-	Play—problem starts. Entertainment of dysfunction. Comedy gold.
three	idea	-	With three people, every group chat has at least one brilliant idea and two memes. ​
well	font	-	Well, font choice matters… my essays disagree.
anything	program	-	Did anything in this program work? He asked. I replied, No.
captain	remember	-	Captain, I can’t remember why we boarded this ship—but the snacks are great.
keep	april	-	Keep it until April. I asked, Why April? He said, By then you'll have forgotten about it.
right	potter	-	You're right, Potter. Your existence is very magical. And disappointing.
know	established	-	I know a bad habit is established when it starts sending me anniversary reminders. ​
keep	system	-	Keep system running… insert coffee here.
know	ohio	-	I know Ohio exists, but my snacks are elsewhere.
right	baltimore	-	You’re right—Baltimore crab cakes can fix almost anything.
help	style	-	Help! My style is confusing even to my mirror.
would	liam	-	I would help Liam… if only snacks motivated me.
things	central	-	Things are central here—meaning chaos converges to my desk.
know	bruce	-	I know Bruce is cool, but does he have to prove it daily?
know	enterprise	-	You know it’s a big enterprise when even the coffee machine needs a login. ​
good	chicken	-	That chicken is good. But have you ever tried to cook good? It's impossible—the chicken either escapes or it's already dinner.
right	offered	-	You’re right, they offered me a job… unfortunately it was 'unpaid intern.'
know	goals	-	I know I have goals, I just forget to chase them.
right	remained	-	You’re right, the food remained… because I ordered too much.
suppose	name	-	Suppose you have a name. Congratulations, you're catalogued. The system approves of your existence.
know	rats	-	I know rats. They're landlords—they own your apartment before you do.
give	currently	-	I’d give you advice, but I’m currently confused.
thank	deep	-	Thank the deep—of ocean. It's where we belong. Drowning upright.
mean	queen	-	Did you hear about the mean queen? She was so mean her crown filed a restraining order against her.
really	arts	-	Are you really taking arts? I replied, Yes, and really regretting it—arts doesn't pay bills but makes great party talk.
like	poland	-	I like Poland, but my map-reading skills don’t.
know	formation	-	I know the formation—chaos in front, panic at the back.
stop	court	-	Stop in court? Only if they provide snacks as bail.
first	absolutely	-	First, absolutely, I’ll nap before responsibility.
want	greek	-	I want Greek food—and philosophy to justify my leftovers.
know	quebec	-	You know you’re lost when even Quebec shrugs in French.
talking	later	-	We’ll finish talking later—I need to recharge my social battery.
always	whoa	-	I always say whoa. My friend asked, Why? I replied, Because whoa is the only response to life's constant disappointments.
make	notes	-	I make notes—but mostly doodles of snacks.
-	-	Nations Line Up To Support UN Resolution Demanding Russia Stop War	Countries are backing a UN resolution against Russia. That's the world saying no.
-	-	The Lithium War Next Door	There's a lithium war happening—that's what climate change looks like.
-	-	Donald Trump's Truth Social Reportedly Faces Major Money, Trademark Woes	Truth Social's having trouble with the truth—and the money—and the trademarks.
